,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
321,How You Get The Girl,1989 (Deluxe),2014-01-01,10,0fM9dEhUFV4MHDuJgrcfOv,spotify:track:0fM9dEhUFV4MHDuJgrcfOv,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,72,247533
322,This Love,1989 (Deluxe),2014-01-01,11,4L560fic5PaTuCFm6CviKa,spotify:track:4L560fic5PaTuCFm6CviKa,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,65,250093
323,I Know Places,1989 (Deluxe),2014-01-01,12,6EwNJz8CuVsrsLvXprJ20Q,spotify:track:6EwNJz8CuVsrsLvXprJ20Q,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,0.495,69,195706
324,Clean,1989 (Deluxe),2014-01-01,13,1NmVZsG18CzCAtw7rnV3yA,spotify:track:1NmVZsG18CzCAtw7rnV3yA,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,0.211,72,271000
325,Wonderland,1989 (Deluxe),2014-01-01,14,6RvRzl1YJTDnUvdOtV21IK,spotify:track:6RvRzl1YJTDnUvdOtV21IK,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,0.197,73,245560
326,You Are In Love,1989 (Deluxe),2014-01-01,15,2KrOAg6FftbjgSKdd2a4rS,spotify:track:2KrOAg6FftbjgSKdd2a4rS,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,72,267106
327,New Romantics,1989 (Deluxe),2014-01-01,16,0qAIiGFKLdV1xpNlEhjpq8,spotify:track:0qAIiGFKLdV1xpNlEhjpq8,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584,78,230466
328,I Know Places - Voice Memo,1989 (Deluxe),2014-01-01,17,4FoV729rw7IhoKlMZW5K5V,spotify:track:4FoV729rw7IhoKlMZW5K5V,0.829,0.592,0.128,0.0,0.527,-17.932,0.589,78.828,0.15,0,216333
329,I Wish You Would - Voice Memo,1989 (Deluxe),2014-01-01,18,4eTXfpHxhxVofrBUjAhPMg,spotify:track:4eTXfpHxhxVofrBUjAhPMg,0.717,0.781,0.357,0.0,0.185,-16.394,0.912,118.317,0.645,0,107133
330,Blank Space - Voice Memo,1989 (Deluxe),2014-01-01,19,4e6QU4gpfZj9xxcK856RgG,spotify:track:4e6QU4gpfZj9xxcK856RgG,0.801,0.675,0.234,0.0,0.657,-15.064,0.721,127.296,0.578,0,131186
331,Welcome To New York,1989,2014-01-01,1,10nqz67NQWWa7XPq7ycihi,spotify:track:10nqz67NQWWa7XPq7ycihi,0.038,0.793,0.634,1.76e-06,0.304,-4.807,0.0324,117.023,0.615,71,212600
332,Blank Space,1989,2014-01-01,2,2ls70nUDfjzm1lSRDuKxmw,spotify:track:2ls70nUDfjzm1lSRDuKxmw,0.085,0.752,0.678,1.64e-06,0.13,-5.421,0.0646,96.009,0.583,68,231826
333,Style,1989,2014-01-01,3,71PmZqBXH0RUETqxpwlV0w,spotify:track:71PmZqBXH0RUETqxpwlV0w,0.00256,0.598,0.786,0.00143,0.117,-5.572,0.0382,95.021,0.456,66,231000
334,Out Of The Woods,1989,2014-01-01,4,7EpVQjqtKygiwJIASxMWNg,spotify:track:7EpVQjqtKygiwJIASxMWNg,0.00103,0.552,0.841,1.23e-05,0.337,-6.938,0.0372,91.993,0.342,60,235800
335,All You Had To Do Was Stay,1989,2014-01-01,5,4NNolUeL5m2ju7kf8pdg6H,spotify:track:4NNolUeL5m2ju7kf8pdg6H,0.00196,0.602,0.735,4.77e-05,0.105,-5.778,0.0337,96.969,0.472,69,193293
336,Shake It Off,1989,2014-01-01,6,1kKlhuQE0HXp1IwBRpaH2P,spotify:track:1kKlhuQE0HXp1IwBRpaH2P,0.0561,0.648,0.785,0.0,0.148,-5.414,0.165,160.02,0.943,62,219200
337,I Wish You Would,1989,2014-01-01,7,5RVJ6VKfwtosA5Q1qeHdjF,spotify:track:5RVJ6VKfwtosA5Q1qeHdjF,0.016,0.649,0.898,9.9e-05,0.109,-5.963,0.0511,118.027,0.503,56,207440
338,Bad Blood,1989,2014-01-01,8,0TvQLMecTE8utzoNmvXRbK,spotify:track:0TvQLMecTE8utzoNmvXRbK,0.0871,0.652,0.802,6.45e-06,0.148,-6.114,0.181,170.157,0.295,81,211933
339,Wildest Dreams,1989,2014-01-01,9,3fVnlF4pGqWI9flVENcT28,spotify:track:3fVnlF4pGqWI9flVENcT28,0.0709,0.553,0.664,0.0056,0.106,-7.417,0.0741,140.06,0.467,81,220440
340,How You Get The Girl,1989,2014-01-01,10,5Z9ocF6ng0m2haHnKtHwTp,spotify:track:5Z9ocF6ng0m2haHnKtHwTp,0.00463,0.764,0.659,0.00458,0.0915,-6.136,0.0492,119.982,0.525,57,247533
341,This Love,1989,2014-01-01,11,7lTxQZVXlvIX7Z3szSy8Sh,spotify:track:7lTxQZVXlvIX7Z3szSy8Sh,0.635,0.485,0.459,0.0,0.101,-8.768,0.0337,71.981,0.0858,55,250093
342,I Know Places,1989,2014-01-01,12,6Ck9WerfsyvC4v4AylUoDp,spotify:track:6Ck9WerfsyvC4v4AylUoDp,0.231,0.595,0.763,0.0,0.2,-4.991,0.0661,159.959,0.507,58,195706
343,Clean,1989,2014-01-01,13,2k43eySbfpDVx0PrO99UI8,spotify:track:2k43eySbfpDVx0PrO99UI8,0.242,0.81,0.38,0.0,0.113,-7.755,0.035,103.981,0.211,56,271000
344,State Of Grace,Red (Deluxe Edition),2012-10-22,1,0b16LTzby1YRVd2nq2Z0fw,spotify:track:0b16LTzby1YRVd2nq2Z0fw,0.000197,0.588,0.825,0.00138,0.0884,-5.882,0.0328,129.968,0.397,49,295720
345,Red,Red (Deluxe Edition),2012-10-22,2,7gJtmLyPTwKzhGzMBXtuXH,spotify:track:7gJtmLyPTwKzhGzMBXtuXH,0.0773,0.602,0.896,8.87e-05,0.0911,-4.267,0.0437,124.978,0.641,59,223093
346,Treacherous,Red (Deluxe Edition),2012-10-22,3,7nECwCDHS1JvQbrmuorZIH,spotify:track:7nECwCDHS1JvQbrmuorZIH,0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.995,0.395,48,242760
347,I Knew You Were Trouble.,Red (Deluxe Edition),2012-10-22,4,3lKZf71jeNi14udIFPJ29V,spotify:track:3lKZf71jeNi14udIFPJ29V,0.00454,0.622,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,0.679,63,219720
348,All Too Well,Red (Deluxe Edition),2012-10-22,5,6GNRkaWUB0Lwc19SdkTgx8,spotify:track:6GNRkaWUB0Lwc19SdkTgx8,0.0382,0.602,0.609,0.0002,0.128,-7.803,0.0243,93.06,0.337,64,329160
349,22,Red (Deluxe Edition),2012-10-22,6,3WC5CVAahvn98hiseoIvbw,spotify:track:3WC5CVAahvn98hiseoIvbw,0.00215,0.661,0.729,0.0013,0.0477,-6.561,0.0376,103.987,0.668,63,232120
350,I Almost Do,Red (Deluxe Edition),2012-10-22,7,1eyqSYBCTane4rl4vc6PWJ,spotify:track:1eyqSYBCTane4rl4vc6PWJ,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,49,244560
351,We Are Never Ever Getting Back Together,Red (Deluxe Edition),2012-10-22,8,6kISMRfweKSvgHR0urMQFG,spotify:track:6kISMRfweKSvgHR0urMQFG,0.00957,0.628,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,0.75,63,193146
352,Stay Stay Stay,Red (Deluxe Edition),2012-10-22,9,0F2S1QlnMaOfmNHIgmES3k,spotify:track:0F2S1QlnMaOfmNHIgmES3k,0.307,0.729,0.748,1.29e-06,0.0962,-6.67,0.0245,99.981,0.928,49,205853
353,The Last Time,Red (Deluxe Edition),2012-10-22,10,2Tz4JnXZOcjcp8fWfMjBBk,spotify:track:2Tz4JnXZOcjcp8fWfMjBBk,0.035,0.505,0.443,3.15e-06,0.0906,-7.039,0.0276,94.069,0.123,51,299013
354,Holy Ground,Red (Deluxe Edition),2012-10-22,11,3KmYVOuK2eG7LGP7qQ8DLR,spotify:track:3KmYVOuK2eG7LGP7qQ8DLR,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,47,202960
355,Sad Beautiful Tragic,Red (Deluxe Edition),2012-10-22,12,70e9zuv2pJc7ON1OUAJ1zl,spotify:track:70e9zuv2pJc7ON1OUAJ1zl,0.632,0.624,0.34,0.0337,0.0805,-12.411,0.029,129.987,0.261,46,284866
356,The Lucky One,Red (Deluxe Edition),2012-10-22,13,5VQLMrWhailAhErKNUSnv1,spotify:track:5VQLMrWhailAhErKNUSnv1,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,46,240266
357,Everything Has Changed,Red (Deluxe Edition),2012-10-22,14,5PjfMmF06QtxTPZBZHdhoZ,spotify:track:5PjfMmF06QtxTPZBZHdhoZ,0.36,0.624,0.458,3.89e-06,0.311,-6.755,0.0287,80.016,0.436,56,245413
358,Starlight,Red (Deluxe Edition),2012-10-22,15,1gL4vMhDV3RgJQmDuY5HK1,spotify:track:1gL4vMhDV3RgJQmDuY5HK1,0.0213,0.649,0.777,0.000335,0.21,-5.804,0.0406,126.018,0.587,47,220600
359,Begin Again,Red (Deluxe Edition),2012-10-22,16,1yG491M3fRfowMdGN5pey4,spotify:track:1yG491M3fRfowMdGN5pey4,0.199,0.53,0.526,3.52e-06,0.14,-8.349,0.0263,79.025,0.323,49,239426
360,The Moment I Knew,Red (Deluxe Edition),2012-10-22,17,4qTAwKJQ68gmnrnfPD3vlO,spotify:track:4qTAwKJQ68gmnrnfPD3vlO,0.187,0.619,0.506,1.47e-05,0.101,-7.327,0.0315,126.03,0.274,44,286613
361,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,18,1n8rB9AhxiAvVP1E2c3yOd,spotify:track:1n8rB9AhxiAvVP1E2c3yOd,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,48,223920
362,Girl At Home,Red (Deluxe Edition),2012-10-22,19,6VFpuI0DDmbC5UyWZQ4IRY,spotify:track:6VFpuI0DDmbC5UyWZQ4IRY,0.272,0.733,0.59,0.0,0.134,-5.86,0.0284,125.048,0.633,43,220840
363,Treacherous - Original Demo Recording,Red (Deluxe Edition),2012-10-22,20,7skiELMb9SiQCcBpsExIJf,spotify:track:7skiELMb9SiQCcBpsExIJf,0.175,0.828,0.64,6.14e-05,0.0991,-8.248,0.0355,109.993,0.519,40,240266
364,Red - Original Demo Recording,Red (Deluxe Edition),2012-10-22,21,2OghnlGqZZsFzHjG0CSE9l,spotify:track:2OghnlGqZZsFzHjG0CSE9l,0.113,0.678,0.902,0.000235,0.0705,-4.659,0.0358,124.998,0.637,42,227080
365,State Of Grace - Acoustic,Red (Deluxe Edition),2012-10-22,22,5mfDBWY7ncZFm7ykmFTG4i,spotify:track:5mfDBWY7ncZFm7ykmFTG4i,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,43,323080
366,Sparks Fly - Live/2011,Speak Now World Tour Live,2010-10-25,1,1aBJNc2thaKyh5THWzIqHX,spotify:track:1aBJNc2thaKyh5THWzIqHX,0.00917,0.455,0.783,0.0,0.918,-5.184,0.0393,114.981,0.298,48,336826
367,Mine - Live/2011,Speak Now World Tour Live,2010-10-25,2,7yndkPYP6YQQLBpPsizDfh,spotify:track:7yndkPYP6YQQLBpPsizDfh,0.00233,0.496,0.852,0.0,0.554,-4.775,0.0373,120.969,0.442,46,259279
368,The Story Of Us - Live,Speak Now World Tour Live,2010-10-25,3,72GIZuUXo14oyrS0si3Rgc,spotify:track:72GIZuUXo14oyrS0si3Rgc,0.00048,0.419,0.908,0.0,0.815,-5.156,0.0651,139.813,0.472,47,290520
369,Mean - Live/2011,Speak Now World Tour Live,2010-10-25,4,7mFiEij8AXPUZB7aKLbUlQ,spotify:track:7mFiEij8AXPUZB7aKLbUlQ,0.154,0.429,0.915,0.0,0.693,-4.373,0.069,163.752,0.432,46,246373
370,Ours - Live/2011,Speak Now World Tour Live,2010-10-25,5,68QyrSzpnoU04AAhE5z8lj,spotify:track:68QyrSzpnoU04AAhE5z8lj,0.715,0.421,0.355,0.0,0.867,-10.21,0.0298,77.769,0.267,45,245973
371,Back To December/Apologize/You're Not Sorry - Live/2011/Medley,Speak Now World Tour Live,2010-10-25,6,1IsquhJFJ0qcFZI7FeAEuN,spotify:track:1IsquhJFJ0qcFZI7FeAEuN,0.155,0.374,0.516,0.0,0.795,-8.745,0.0294,142.057,0.171,53,362826
372,Better Than Revenge - Live/2011,Speak Now World Tour Live,2010-10-25,7,6505MLhnqTDDg4tjoUz2Wp,spotify:track:6505MLhnqTDDg4tjoUz2Wp,0.00306,0.445,0.887,2.67e-05,0.931,-5.629,0.0768,145.954,0.386,47,344573
373,Speak Now - Live/2011,Speak Now World Tour Live,2010-10-25,8,3QFB14MOUf3imlyISNmrbT,spotify:track:3QFB14MOUf3imlyISNmrbT,0.0636,0.615,0.694,1.28e-06,0.83,-5.251,0.0318,118.876,0.373,46,248146
374,Last Kiss - Live/2011,Speak Now World Tour Live,2010-10-25,9,6hH37tyeRdyan1mAppmVor,spotify:track:6hH37tyeRdyan1mAppmVor,0.205,0.427,0.395,8.73e-06,0.701,-12.551,0.0291,79.517,0.188,46,369066
375,Drops Of Jupiter - Live/2011,Speak Now World Tour Live,2010-10-25,10,0BSmbCIY36iw04azzJ3S0S,spotify:track:0BSmbCIY36iw04azzJ3S0S,0.806,0.374,0.504,0.0,0.76,-8.407,0.0392,109.025,0.27,52,315173
376,Bette Davis Eyes - Live/2011,Speak Now World Tour Live,2010-10-25,11,6KF9xd2hBLuexrmBX4vUWD,spotify:track:6KF9xd2hBLuexrmBX4vUWD,0.713,0.327,0.488,0.0,0.837,-9.287,0.0322,104.46,0.363,48,189146
377,I Want You Back - Live/2011,Speak Now World Tour Live,2010-10-25,12,4KB3zBArZ1rHRExilzycaV,spotify:track:4KB3zBArZ1rHRExilzycaV,0.794,0.536,0.512,0.000122,0.497,-6.794,0.0341,97.397,0.249,48,83253
378,Dear John - Live/2011,Speak Now World Tour Live,2010-10-25,13,4DbI1rr4IQ2bc8nejy9ttd,spotify:track:4DbI1rr4IQ2bc8nejy9ttd,0.0157,0.521,0.386,0.0,0.884,-8.784,0.0301,119.518,0.138,47,404680
379,Enchanted - Live/2011,Speak Now World Tour Live,2010-10-25,14,3lm4L3pPL32PFy74dR17OR,spotify:track:3lm4L3pPL32PFy74dR17OR,0.0747,0.34,0.663,2.34e-06,0.563,-5.597,0.0331,163.678,0.214,48,389213
380,Haunted - Live/2011,Speak Now World Tour Live,2010-10-25,15,6znB7YZhMJT2B83zfbiyLq,spotify:track:6znB7YZhMJT2B83zfbiyLq,0.0245,0.338,0.818,0.0,0.889,-7.495,0.0496,162.157,0.177,47,292426
381,Long Live - Live/2011,Speak Now World Tour Live,2010-10-25,16,5QkzyLUb4ggojNDp8G2OxX,spotify:track:5QkzyLUb4ggojNDp8G2OxX,0.0053,0.544,0.728,0.0,0.865,-5.838,0.0282,101.939,0.204,47,376466
382,Mine - POP Mix,Speak Now,2010-10-25,1,0GxW5K0qzrq7L1jwSY5OmY,spotify:track:0GxW5K0qzrq7L1jwSY5OmY,0.00461,0.696,0.768,1.21e-06,0.101,-3.863,0.0308,121.05,0.692,51,230546
383,Sparks Fly,Speak Now,2010-10-25,2,46NGAvL695VnbcSeTmQWmM,spotify:track:46NGAvL695VnbcSeTmQWmM,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,61,260946
384,Back To December,Speak Now,2010-10-25,3,5l6GqSxplqnZbLg0LTPQeG,spotify:track:5l6GqSxplqnZbLg0LTPQeG,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,70,293040
385,Speak Now,Speak Now,2010-10-25,4,7dXKdjpOaH2iwfFKmUj7aq,spotify:track:7dXKdjpOaH2iwfFKmUj7aq,0.101,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,61,240773
386,Dear John,Speak Now,2010-10-25,5,3K2es3gElMRJ3qvmPW442g,spotify:track:3K2es3gElMRJ3qvmPW442g,0.183,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,56,403933
387,Mean,Speak Now,2010-10-25,6,0KztjtD3ytzgYjUKIVfBnW,spotify:track:0KztjtD3ytzgYjUKIVfBnW,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,57,237746
388,The Story Of Us,Speak Now,2010-10-25,7,3lXekiVK1ZPZbKconsys73,spotify:track:3lXekiVK1ZPZbKconsys73,0.000315,0.575,0.855,0.00161,0.0419,-4.827,0.0467,139.92,0.84,58,265680
389,Never Grow Up,Speak Now,2010-10-25,8,3JilapcaOXzjR9gtvCY8FO,spotify:track:3JilapcaOXzjR9gtvCY8FO,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,124.899,0.547,52,290480
390,Enchanted,Speak Now,2010-10-25,9,04S1pkp1VaIqjg8zZqknR5,spotify:track:04S1pkp1VaIqjg8zZqknR5,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,78,352200
391,Better Than Revenge,Speak Now,2010-10-25,10,0PWgAyoxsjwGRuFSO0fyya,spotify:track:0PWgAyoxsjwGRuFSO0fyya,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,64,217173
392,Innocent,Speak Now,2010-10-25,11,0mTgFzkDgSAF3nJY25XCXG,spotify:track:0mTgFzkDgSAF3nJY25XCXG,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,48,302266
393,Haunted,Speak Now,2010-10-25,12,2YjKcFQ1vYFhQPgsmCOjss,spotify:track:2YjKcFQ1vYFhQPgsmCOjss,0.0769,0.434,0.944,0.0,0.151,-2.641,0.0581,162.02,0.361,56,242093
394,Last Kiss,Speak Now,2010-10-25,13,4EUQXLipplO2v9mVaqQtjc,spotify:track:4EUQXLipplO2v9mVaqQtjc,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,57,367146
395,Long Live,Speak Now,2010-10-25,14,4ewAfHYpDTzpW1GKO44CVP,spotify:track:4ewAfHYpDTzpW1GKO44CVP,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,57,317960
396,Mine - POP Mix,Speak Now (Deluxe Package),2010-01-01,1,0OAHsZ8vrS2NKom3cvfJQD,spotify:track:0OAHsZ8vrS2NKom3cvfJQD,0.00461,0.696,0.768,1.21e-06,0.101,-3.863,0.0308,121.05,0.692,49,230546
397,Sparks Fly,Speak Now (Deluxe Package),2010-01-01,2,09cM9BjyNFizKUOXh6j9rT,spotify:track:09cM9BjyNFizKUOXh6j9rT,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,58,260946
398,Back To December,Speak Now (Deluxe Package),2010-01-01,3,0tr6XR58KBdDYd8qvHVTs8,spotify:track:0tr6XR58KBdDYd8qvHVTs8,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,69,293040
399,Speak Now,Speak Now (Deluxe Package),2010-01-01,4,2PBghI9zJkQEWBzMSMo2Ki,spotify:track:2PBghI9zJkQEWBzMSMo2Ki,0.101,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,62,240773
400,Dear John,Speak Now (Deluxe Package),2010-01-01,5,1GeLxMgpeCnMJntwyW6rLw,spotify:track:1GeLxMgpeCnMJntwyW6rLw,0.183,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,55,403887
401,Mean,Speak Now (Deluxe Package),2010-01-01,6,6yM6QsnTCTVOkKEvg3hGlo,spotify:track:6yM6QsnTCTVOkKEvg3hGlo,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,59,237746
402,The Story Of Us,Speak Now (Deluxe Package),2010-01-01,7,7vBlnGdfOLzVEqiOQQxeU8,spotify:track:7vBlnGdfOLzVEqiOQQxeU8,0.000315,0.575,0.855,0.00161,0.0419,-4.827,0.0467,139.92,0.84,49,265636
403,Never Grow Up,Speak Now (Deluxe Package),2010-01-01,8,57w0Uyk2jJAkO2hMJ36xJZ,spotify:track:57w0Uyk2jJAkO2hMJ36xJZ,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,124.899,0.547,50,290480
404,Enchanted,Speak Now (Deluxe Package),2010-01-01,9,3sqrvkNC6IPTIXvvbx9Arw,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,78,352200
405,Better Than Revenge,Speak Now (Deluxe Package),2010-01-01,10,55mh9j2aB7xZ1Oh463gK8k,spotify:track:55mh9j2aB7xZ1Oh463gK8k,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,62,217173
406,Innocent,Speak Now (Deluxe Package),2010-01-01,11,4LraIz87diVQdDK0rhi0S4,spotify:track:4LraIz87diVQdDK0rhi0S4,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,47,302266
407,Haunted,Speak Now (Deluxe Package),2010-01-01,12,72idZxdEHLbi2YI486c3sE,spotify:track:72idZxdEHLbi2YI486c3sE,0.0769,0.434,0.944,0.0,0.151,-2.641,0.0581,162.02,0.361,54,242093
408,Last Kiss,Speak Now (Deluxe Package),2010-01-01,13,1VCJ7vk3Y2DoJIAEOXe3V8,spotify:track:1VCJ7vk3Y2DoJIAEOXe3V8,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,55,367146
409,Long Live,Speak Now (Deluxe Package),2010-01-01,14,7BFc7ffruhZ4Hecnqf5xju,spotify:track:7BFc7ffruhZ4Hecnqf5xju,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,53,317960
410,Ours,Speak Now (Deluxe Package),2010-01-01,15,0hK93KD6Y0j9giUGh4Valj,spotify:track:0hK93KD6Y0j9giUGh4Valj,0.505,0.61,0.556,0.0,0.0851,-7.369,0.0285,159.838,0.192,54,238173
411,If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,16,5tSmAABuoOfR59lrtXdDqm,spotify:track:5tSmAABuoOfR59lrtXdDqm,0.154,0.515,0.724,4.05e-06,0.269,-3.498,0.0267,147.788,0.257,53,234546
412,Superman,Speak Now (Deluxe Package),2010-01-01,17,6aJ0ipi4EPmu1aTbFeXZnw,spotify:track:6aJ0ipi4EPmu1aTbFeXZnw,0.0187,0.582,0.817,1.94e-06,0.101,-3.718,0.0337,131.983,0.547,47,276266
413,Back To December - Acoustic,Speak Now (Deluxe Package),2010-01-01,18,7k7BOXE4u6luKTwcLEAyrd,spotify:track:7k7BOXE4u6luKTwcLEAyrd,0.731,0.541,0.451,0.0,0.197,-6.522,0.027,141.713,0.333,56,292533
414,Haunted - Acoustic Version,Speak Now (Deluxe Package),2010-01-01,19,6SdBf0ZsJZoKaH5zcDaz9X,spotify:track:6SdBf0ZsJZoKaH5zcDaz9X,0.841,0.574,0.462,0.0,0.28,-5.124,0.0252,80.858,0.314,49,217626
415,Mine,Speak Now (Deluxe Package),2010-01-01,20,67Io3gxHwfbUreBf114c0u,spotify:track:67Io3gxHwfbUreBf114c0u,0.00327,0.621,0.78,4.55e-06,0.184,-2.934,0.0297,121.038,0.672,64,230773
416,Back To December,Speak Now (Deluxe Package),2010-01-01,21,5aNkiOMxQXkpoEY5bTYoCh,spotify:track:5aNkiOMxQXkpoEY5bTYoCh,0.113,0.525,0.676,0.0,0.294,-4.684,0.0294,141.95,0.281,43,293040
417,The Story Of Us,Speak Now (Deluxe Package),2010-01-01,22,2jt90bYlYDg1lXYWES34LJ,spotify:track:2jt90bYlYDg1lXYWES34LJ,0.00487,0.546,0.809,0.000372,0.0437,-3.621,0.041,139.91,0.649,62,266480
418,Jump Then Fall,Fearless (Platinum Edition),2008-11-11,1,6WWvcA62QlnRguluWAk6bv,spotify:track:6WWvcA62QlnRguluWAk6bv,0.111,0.618,0.687,0.0,0.0693,-5.737,0.0271,79.991,0.82,46,237066
419,Untouchable,Fearless (Platinum Edition),2008-11-11,2,6ovFJkdau79DuXEvQjPaNH,spotify:track:6ovFJkdau79DuXEvQjPaNH,0.0583,0.419,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,0.288,48,311040
420,Forever & Always - Piano Version,Fearless (Platinum Edition),2008-11-11,3,13MAWVUSkbGMUi6I7RowRK,spotify:track:13MAWVUSkbGMUi6I7RowRK,0.852,0.592,0.16,0.0,0.116,-10.785,0.0347,118.929,0.294,46,267506
421,Come In With The Rain,Fearless (Platinum Edition),2008-11-11,4,0cEG04R5cldkTLzK6phlcn,spotify:track:0cEG04R5cldkTLzK6phlcn,0.0961,0.527,0.461,2.47e-06,0.24,-6.172,0.0256,143.94,0.23,44,238093
422,SuperStar,Fearless (Platinum Edition),2008-11-11,5,0XfTh16YcKPzdxMPTeKTAq,spotify:track:0XfTh16YcKPzdxMPTeKTAq,0.367,0.61,0.531,0.0,0.351,-6.123,0.0239,85.979,0.228,43,261453
423,The Other Side Of The Door,Fearless (Platinum Edition),2008-11-11,6,1yDJcXc549N6AabNBzFAku,spotify:track:1yDJcXc549N6AabNBzFAku,0.169,0.476,0.816,0.0,0.238,-4.279,0.0347,163.847,0.469,44,237600
424,Fearless,Fearless (Platinum Edition),2008-11-11,7,2okho7vU7Nsq1UZD0kgIMi,spotify:track:2okho7vU7Nsq1UZD0kgIMi,0.0364,0.598,0.714,1.04e-06,0.31,-4.397,0.0273,99.979,0.467,56,242000
425,Fifteen,Fearless (Platinum Edition),2008-11-11,8,5Ora3Ish2A1JN5veGYTxhw,spotify:track:5Ora3Ish2A1JN5veGYTxhw,0.0728,0.559,0.636,0.0,0.144,-4.4,0.0263,95.485,0.214,45,294346
426,Love Story,Fearless (Platinum Edition),2008-11-11,9,5hnJCRSo4pxRsaEwT9YusG,spotify:track:5hnJCRSo4pxRsaEwT9YusG,0.157,0.618,0.736,0.0,0.073,-3.937,0.0308,118.982,0.307,61,235280
427,Hey Stephen,Fearless (Platinum Edition),2008-11-11,10,3CI1f4yLwdHzcUnH7o0Xyh,spotify:track:3CI1f4yLwdHzcUnH7o0Xyh,0.168,0.843,0.553,2.66e-06,0.107,-7.348,0.0317,115.997,0.825,48,254320
428,White Horse,Fearless (Platinum Edition),2008-11-11,11,5yKB8qcTSflDercM2PXwot,spotify:track:5yKB8qcTSflDercM2PXwot,0.302,0.585,0.346,0.0,0.102,-8.014,0.0256,92.564,0.195,44,234440
429,You Belong With Me,Fearless (Platinum Edition),2008-11-11,12,4kgTdThcDHfuDS2kKxB7Lc,spotify:track:4kgTdThcDHfuDS2kKxB7Lc,0.164,0.687,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,0.445,61,231146
430,Breathe,Fearless (Platinum Edition),2008-11-11,13,23qIWGhpwvDgC23TyZOUck,spotify:track:23qIWGhpwvDgC23TyZOUck,0.373,0.498,0.486,0.0,0.113,-7.384,0.0273,147.952,0.17,43,263986
431,Tell Me Why,Fearless (Platinum Edition),2008-11-11,14,4x7Gxk2GfwZJcqpoVT1PbR,spotify:track:4x7Gxk2GfwZJcqpoVT1PbR,0.0606,0.601,0.852,3.41e-06,0.37,-3.096,0.0386,100.015,0.513,46,200560
432,You're Not Sorry,Fearless (Platinum Edition),2008-11-11,15,3JhvYnOfKLJuWC7jEU0GmJ,spotify:track:3JhvYnOfKLJuWC7jEU0GmJ,0.13,0.459,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,0.281,48,261800
